fm_id,name,website,facebook,twitter,youtube,other_media,street,city,county,state,zip,season_1_date,season_1_time,season_2_date,season_2_time,season_3_date,season_3_time,season_4_date,season_4_time,longitude,latitude,latlng,location,credit,wic,wic_cash,sfmnp,snap,organic,baked_goods,cheese,crafts,flowers,eggs,seafood,herbs,vegetables,honey,jams,maple,meat,nursery,nuts,plants,poultry,prepared,soap,trees,wine,coffee,beans,fruits,grains,juices,mushrooms,pet_food,tofu,wild_harvested,date_updated
1003812,"Tomahawk, Wisconsin Original Farmers' Market",,,,,,Washington Park between 4th and 5th Streets,Tomahawk,Lincoln,WI,54487,June to October,Thu:7:30 am - 1:00 pm;,,,,,,,-89.7285,45.4714,POINT(45.4714 -89.7285),Local government building grounds,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/25/11 20:05
1009195,Tomball Farmers Market ,http://www.tomballfarmersmarket.org/,,,,,14090 FM 2920 Rd. Suite G163,Tomball,,TX,77377,,,,,,,,,-95.6095,30.0028,POINT(30.0028 -95.6095),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1000078,Tompinks Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,E 7 St. & Ave A,New York,New York,NY,10009,01/01/2013 to 12/31/2013,Sun: 9:00 AM-6:00 PM;,,,,,,,-73.983535,40.726056,POINT(40.726056 -73.983535),Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/13 15:36
1004148,Toms River Farmers Market,http://www.downtowntomsriver.com,,,,,East Water Street,Toms River,Ocean,NJ,8753,June to October,Wed:11:00 am - 5:00 pm;,,,,,,,-74.1975,39.9512,POINT(39.9512 -74.1975),Local government building grounds,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/9/11 11:17
1009385,Tonasket Farmers Market ,http://www.tonasketfarmersmarket.com/,,,,,U.S. 97 & N Western Ave,Tonasket,,WA,98855,,,,,,,,,-119.436,48.7106,POINT(48.7106 -119.436),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1000224,Topanga Canyon Certified Farmer's Market,,,,,,120 S. Topanga Canyon Blvd,Topanga,Los Angeles,CA,90290,,,,,,,,,-118.605,34.0906,POINT(34.0906 -118.605),Private business parking lot,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/13 13:32
1007623,Topsfield Farmers Market,,,,,,207 Boston Street,Topsfield,,MA,1983,,,,,,,,,-70.9453,42.6296,POINT(42.6296 -70.9453),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006481,"Torrance Certified Farmers' Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",,,,,,2200 Crenshaw Blvd,Torrance,Los Angeles,CA,90501,January to December,Tue:8:00 AM - 1:00 PM;Sat:8:00 AM - 1:00 PM;,,,,,,,-118.328444,33.8249448,POINT(33.8249448 -118.328444),Local government building grounds,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,4/26/12 13:51
1010207,Torrington Farmer's Market,,,,,,Main Street between 21st and 22nd,Torrington,Goshen,WY,82240,07/19/2014 to 09/27/2014,Sat: 7:30 AM-10:30 AM;,,,,,,,-104.184394,42.06537,POINT(42.06537 -104.184394),Closed-off public street,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,5/23/14 0:19
1007437,Torrington Farmers Market,,,,,,"Staples Plaza, South Main Street",Torrington,Litchfield,CT,6790,,,,,,,,,-73.1154,41.8147,POINT(41.8147 -73.1154),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010205,Torrington Farmers Market,,,,,,4516 US Hwy 26/85,Torrington,Goshen,WY,82240,07/16/2015 to 10/01/2015,Thu: 3:00 PM-8:00 PM;,,,,,,,-104.223495,42.079598,POINT(42.079598 -104.223495),,Y,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,3/23/15 19:23
1010784,Tosa Farmers Market,http://www.tosafarmersmarket.com,https://www.facebook.com/TosaFarmersMarket,,,,7720 N. Harwood Ave,Wauwatosa,Milwaukee,WI,53213,06/04/2016 to 10/15/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.00857,43.048852,POINT(43.048852 -88.00857),,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,4/29/16 12:24
1008394,Tower District Farmers Market,,,,,,1201 N. Van Ness Avenue,Fresno ,Fresno,CA,93728,01/01/2013 to 12/31/2013,Tue: 7:00 AM-2:30 PM;Thu: 7:00 AM-2:30 PM;Sat: 7:00 AM-2:30 PM;,,,,,,,-119.799153,36.757911,POINT(36.757911 -119.799153),Private business parking lot,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/24/13 22:20
1003993,Tower Grove Farmers' Market,http://www.tgmarket.org,,,,,4256 Magnolia Ave,St Louis,St. Louis City,MO,63110,May to November,Sat:8:30 am - 12:30 pm;,,,,,,,-90.2592,38.6066,POINT(38.6066 -90.2592),Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/28/11 21:56
1009268,Tower Island Chute Farmer's Market ,,https://www.facebook.com/pages/Tower-Island-Chute-Farmers-Market/610131779002598,,,, 269 Ragweed Ln,Grand Tower,,IL,62942,,,,,,,,,-89.4833,37.6087,POINT(37.6087 -89.4833),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1002152,Tower View Market,http://www.towerviewmarket.com,,,,,215 NE Duval Street,Live Oak,Suwannee,FL,32060,January to December,Tue:8:00 AM - 12:00 PM;Fri:12:00 PM - 6:00 PM;,,,,,,,-82.9813627,30.2971641,POINT(30.2971641 -82.9813627),Other,N,Y,Y,Y,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/8/12 10:46
1008108,Town Center Sunday Farmers' Market,http://www.eldoradofarmersmarket.com,,,,,Town Center Blvd.,El Dorado Hills,El Dorado,CA,95762,05/18/2014 to 10/26/2014,Sun: 8:00 AM-1:00 PM;,,,,,,,-121.065914,38.650811,POINT(38.650811 -121.065914),Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,3/21/14 17:40
1006682,Town of Babylon Farmers Market,,,,,,Great Neck Rd. & Oak St.,Copiague,Suffolk,NY,11726,,,,,,,,,-73.3993,40.6799,POINT(40.6799 -73.3993),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1006616,Town of Candor Farmers Market,,,,,,Farmers Market Road off Hwy 211,Candor,Montgomery,NC,27229,,,,,,,,,-79.7829,35.2732,POINT(35.2732 -79.7829),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003960,Town of English Farmers Market,,,,,,Town  Hall  Indiana Ave,English,Crawford,IN,47118,June to August,Sat:8:30 AM - 1:00 PM;,,,,,,,-86.44318,38.35216,POINT(38.35216 -86.44318),Local government building grounds,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/30/12 12:34
1000200,Town of Gate City Farmer's Market,http://www.townofgatecity.com/,,,,,156 East Jackson Street,Gate City,,VA,24251,,,,,,,,,-82.5791,36.6392,POINT(36.6392 -82.5791),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1005639,Town of Greenwood Farmers Market,http://www.greenwoodla.org,https://www.facebook.com/pages/Greenwood-Farmers-Market/244128805061,,,,6978 Howell Street,Greenwood/LA,Caddo,LA,71033,06/07/2014 to 08/30/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-93.974454,32.443907,POINT(32.443907 -93.974454),Local government building grounds,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,3/31/14 17:07
1001804,Town of Halifax Farmers Market,http://www.townofhalifax.com,https://www.facebook.com/pages/Town-of-Halifax-Farmers-Market/129973857024452,,,,209 South Main Street,Halifax,Halifax,VA,24558,01/01/2016 to 12/31/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-78.92836,36.76317,POINT(36.76317 -78.92836),,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,7/14/16 9:24
1010794,Town of Hamilton Farmers Market,http://www.town-of-hamilton.com/,https://www.facebook.com/townofhamiltonNC,,,,114 N. Front Street,Hamilton,Martin,NC,27840,07/04/2015 to 12/31/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-77.208856,35.943986,POINT(35.943986 -77.208856),,Y,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,7/2/15 18:03
1003415,Town of Lexington Farmers Market,http://www.lexsc.com/fm_index.htm,,,,,205 E. Main St. ,Lexington,Lexington,SC,29072,06/07/2014 to 09/27/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.2351235,33.9804636,POINT(33.9804636 -81.2351235),Local government building grounds,Y,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/21/14 11:53
1009363,Town of Lyman Farmers Market,,,,,,59 Groce Road,Lyman,,SC,29365,,,,,,,,,-82.1238,34.9493,POINT(34.9493 -82.1238),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1004745,Town Of Mancos Farmers' Market,http://www.mancoscolorado.com,,,,,117 N. Main,Mancos,Montezuma,CO,,,,,,,,,,-108.289,37.3451,POINT(37.3451 -108.289),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005589,Town of Orange Park Farmers' and Art's Market,http://www.townoforangepark.com,https://www.facebook.com/townoforangepark,,,,2042 Park Ave,Orange Park,Clay,FL,32073,09/22/2013 to 05/25/2014,Sun: 11:00 AM-4:00 PM;,,,,,,,-81.701868,30.164969,POINT(30.164969 -81.701868),Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/27/13 8:38
1008198,Town of Pendleton Farmers Market,http://www.pendletonfm.com,https://www.facebook.com/pages/Town-of-Pendleton-Farmers-Market/112370042114887,,,,6570 Campbell Blvd.,Pendleton,Niagara,NY,14094,06/05/2014 to 10/16/2014,Thu: 3:00 PM-7:30 PM;,,,,,,,-78.774631,43.107704,POINT(43.107704 -78.774631),Local government building grounds,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,4/22/14 14:04
1012096,Town of Unicoi Farmers' Market,http://www.unicoitn.net/farmers-market,https://www.facebook.com/townofunicoitn/,,,,106 Unicoi Village Place,Unicoi,Unicoi,TN,37692,06/17/2016 to 10/28/2016,Fri: 8:00 AM-1:00 PM;,,,,,,,-82.350705,36.207772,POINT(36.207772 -82.350705),,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,6/29/16 9:52
1000563,"Town of West Point, Virginia",http://www.west-point.va.us,,,,,1000 Chelsea Road ,West Point,King William,VA,23181,06/06/2015 to ,Sat: 8:30 AM-12:00 PM;,,,,,,,-76.793868,37.538998,POINT(37.538998 -76.793868),,Y,N,N,N,N,-,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/19/15 14:29
1005071,Town Square Farmers Market,,,,,,3rd St. & Demers,Grand Forks,Grand Forks,ND,58201,,,,,,,,,-97.0305,47.9253,POINT(47.9253 -97.0305),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000411,Towns County Farmers Market,,https://www.facebook.com/TownsCountyFarmersMarket,,,,Hwy 76 West,Hiawassee,Towns,GA,30546,06/01/2013 to 10/31/2013,Fri: 5:30 PM-7:30 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-83.771331,34.963227,POINT(34.963227 -83.771331),Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/13/14 22:10
1006324,Townshend Farmers Market,,,,,,6573 Route 30,West Townshend,Windham,VT,5359,06/06/2014 to 10/10/2014,Fri: 4:00 PM-7:00 PM;,,,,,,,-72.711717,43.084256,POINT(43.084256 -72.711717),Private business parking lot,N,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,5/5/14 23:01
1004998,Towson Farmers' Market,http://www.towsonchamber.com,https://www.facebook.com/towsonfarmersmarket,,,,10 Alleghany Avenue,Towson,Baltimore,MD,21204,06/12/2014 to 11/20/2014,Thu: 11:00 AM-3:00 PM;,,,,,,,-76.6032656,39.401715,POINT(39.401715 -76.6032656),Closed-off public street,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,4/1/14 12:16
1000728,Tracy Kaiser CFM,http://www.stocktonfarmersmarket.org,,,,,Kaiser Parking Lot,Tracy,San Joaquin,CA,,,,,,,,,,-121.456,37.7553,POINT(37.7553 -121.456),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001417,Tracy Wednesday CFM,,,,,,333 Civic Center Plaza,Tracy,San Joaquin,CA,,,,,,,,,,-121.419,37.7378,POINT(37.7378 -121.419),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001984,Transylvania Tailgate Association,,,,,,190 E. Main Street,Brevard,Transylvania,NC,28712,April to December,Sat:8:00 am - 12:00 pm;,,,,,,,-82.7319,35.232,POINT(35.232 -82.7319),Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/5/11 16:26
1001903,Trapper Creek Farmers Market,,,,,,Post Office parking lot,Trapper Creek,,AK,99683,,,,,,,,,-166.54,53.8748,POINT(53.8748 -166.54),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006729,TRAVELERS REST COMMUNITY FARMERS MARKET,http://www.trfarmersmarket.com,,,,,1 Center Street,Travelers Rest,Greenville,SC,29690,May to September,Sat:9:00 AM - 12:00 PM;,,,,,,,-82.4436657,34.9676358,POINT(34.9676358 -82.4436657),Other,N,N,N,N,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/29/12 9:56
1009564,Travelers Rest Farmers Market,http://www.travelersrestfarmersmarket.com/,https://www.facebook.com/TravelersRestFarmersMarket,,,,115 Wilhelm Winter Street,Travelers Rest,,SC,29690,,,,,,,,,-82.4444,34.9549,POINT(34.9549 -82.4444),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1010767,Traverse Bay Farms Farmers Market,http://www.traversebayfarms.com,https://www.facebook.com/TraverseBayFarms,,,,7053 M-88 South,Bellaire,Antrim,MI,49615,01/01/2015 to 12/31/2015,Mon: 8:30 AM-2:30 PM;Tue: 8:30 AM-2:30 PM;Wed: 8:30 AM-2:30 PM;Thu: 8:30 AM-2:30 PM;Fri: 8:30 AM-2:30 PM;,,,,,,,-85.192335,44.931633,POINT(44.931633 -85.192335),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/9/15 11:04
1003074,Tremont Farmers' Market,http://www.tremontfarmersmarket.com,,,,,Lincoln Park West 14th Street between Starkweather Avenue and Kenilworth Avenue,Cleveland,Cuyahoga,OH,44113,04/21/2015 to 10/06/2015,Tue: 4:00 PM-7:00 PM;,,,,,,,-81.690903,41.478361,POINT(41.478361 -81.690903),,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,3/19/15 12:52
1003213,Trenton Farmers Market,,,,,,"Veterans Park, Downtown",Trenton,Dade,GA,30752,May to November,Sat:9:00 AM - 12:00 PM;,,,,,,,-85.509544,34.874892,POINT(34.874892 -85.509544),Other,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/12 8:53
1005287,Trenton Farmers' Market,http://www.sites.google.com/site/trentonfarmersmarket/Home,,,,,Route 365,Holland Patent,Oneida,NY,13354,06/21/2014 to 10/11/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.256605,43.240638,POINT(43.240638 -75.256605),Other,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,5/12/14 19:54
1006810,Trenton Farmers' Market,,,,,,Grundy County Fairgrounds in Trenton MO,Trenton,Grundy,MO,64683,,,,,,,,,-93.5133,40.0696,POINT(40.0696 -93.5133),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009548,Tri-City Tailgate Farmers' Market ,,https://www.facebook.com/pages/Tri-City-Tailgate-Farmers-Market/114283548606393,,,," Tri-City Mall, beside Retro Cinema",Forest City,,NC,28043,,,,,,,,,-81.8651,35.334,POINT(35.334 -81.8651),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
2000033,Tri-CommunityMobileFarmersMarket,https://www.facebook.com/groups/419868484808209/,https://www.facebook.com/groups/419868484808209/,,,,,,,NM,,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1001096,Tri-County Farmers Market,,,,,,,Culpeper,,VA,,,,,,,,,,-78.032,38.4429,POINT(38.4429 -78.032),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007188,Tri-County Farmers Market Association,,,,,,100 West Main,San Antonio,Bexar County,TX,,,,,,,,,,-98.4938,29.4256,POINT(29.4256 -98.4938),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1006096,Tri-State Farmers Market,,,,,,Methodist Church,Tazewell,Claiborne,TN,37879,,,,,,,,,-83.5532,36.4678,POINT(36.4678 -83.5532),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007785,Tri-Town Farmers Market,http://www.rochesterfarmersmarket.org,,,,,"Route 6, Old Rochester Regional High School, Mattapoisett",Mattapoisett,Plymouth,MA,2739,,,,,,,,,-70.7764,41.6728,POINT(41.6728 -70.7764),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 12:00PM
1000079,Tribeca Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,Greenwich & Chambers,New York,New York,NY,10007,01/01/2013 to 12/31/2013,Wed: 8:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,-74.010994,40.7163009,POINT(40.7163009 -74.010994),Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/13 15:32
1011604,Tricycle Gardens Four Season Farmers' Market,http://tricyclegardens.org,facebook.com/tricyclegardens,@tricyclegardens,,," 31st Street Baptist Church, 823 North 31st Street",Richmond,Richmond,VA,23223,,Thu: 4:00 PM-7:00 PM;,,,,,,,-77.4082803,37.533218,POINT(37.533218 -77.4082803),,Y,N,N,N,Y,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/3/15 15:20
1004959,TRILOGY @ VISTANCIA COUNTRY CLUB PEORIA MARKET,http://www.azfarmersmarkets.us,,,,,27980 N Trilogy Blvd,Peoria,Maricopa,AZ,85383,10/26/2013 to 05/24/2014,Sat: 10:00 AM-2:00 PM;,,,,,,,-112.3357185,33.7440667,POINT(33.7440667 -112.3357185),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/14 9:54
1004523,Trinidad CFM,,,,,,View & Main Streets,Trinidad,Humboldt,CA,95570,,,,,,,,,-124.141,41.0613,POINT(41.0613 -124.141),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1012217,Trinidad Community Farmers Market ,http://Trinidadfarmersmarket.com,Trinidad Community Farmers Market ,,,,"Cimino Park , Modica Drive and Convent St ",Trinidad,Las Animas,CO,81082,06/01/2016 to 10/15/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-104.5047614,37.1656945,POINT(37.1656945 -104.5047614),,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,7/4/16 19:22
1005385,Trinity 7th St. Moline Farmers Market,http://www.growersmarkets.com,,,,,500 John Deere Rd.,Moline,Piatt,IL,61265,May to October,Sat:8:00 am - 12:00 pm;,,,,,,,-89.2038,40.064,POINT(40.064 -89.2038),Healthcare Institution,N,N,Y,Y,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,1/18/12 16:20
1000467,Trinity Episcopal Church Farmers Market,http://www.trinitysc.org,,,,,1100 Sumter Street,Columbia,Richland,SC,29201,,,,,,,,,-81.0314,34.0005,POINT(34.0005 -81.0314),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004157,Trinity Farmers' Market,http://www.mvgrowers.com,,,,,4500 Utica Ridge Road,Bettendorf,Scott,IA,52722,05/04/2015 to 10/26/2015,Mon: 3:00 PM-6:00 PM;,,,,,,,-90.517945,41.565195,POINT(41.565195 -90.517945),,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/6/15 8:48
1011543,Trinity United Church of Christ Farmer's Market,,,,,,"95th and Normal, Chicago, Illinois",Chicago,Cook,IL,60628,07/09/2016 to 09/24/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-87.6358799,41.720649,POINT(41.720649 -87.6358799),,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/29/16 14:38
1004250,Tripoli Farmers Market,,,,,,Swimming pool parking lot,Tripoli,Bremer,IA,50676,,,,,,,,,-92.2582,42.8056,POINT(42.8056 -92.2582),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002713,Troostwood Youth Garden Market,,,,,,5142 Paseo in Kansas City MO,Kansas City,Jackson,MO,64110,"May 21, 2011 to October",Fri:5:00 pm - 8:00 pm;Sat:8:00 am - 2:00 pm;,,,,,,,-94.5679,39.0328,POINT(39.0328 -94.5679),"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/4/11 16:05
1012290,Trout Creek Farmers Market ,http://Troutcreekfarmersmarket.com,https://m.facebook.com/Trout-Creek-Farmers-Market-487390187942809/?ref=bookmarks,,,,Trout Creek Park,Trout Creek,Sanders,MT,59874,07/06/2016 to 09/28/2016,Wed: 4:00 PM-6:00 PM;,,,,,,,-115.587968,47.832475,POINT(47.832475 -115.587968),,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/7/16 0:43
